job_id,company_id,title,seniority,location,industry,in_actual_salary,in_salary_min,in_salary_max,required_skills_raw,in_required_skills_normalized,posted_date
J00400,CO0109,Mid Manufacturing Role,Mid,"San Francisco, CA",Manufacturing,121440,100000,135000,"[""pytorch"", ""node.js"", ""k8s""]","[""TensorFlow"", ""JavaScript"", ""Docker""]",2024-02-05
J00401,CO0003,Senior Retail Role,Senior,"San Francisco, CA",Retail,130087,125000,165000,"[""Communication"", ""Data Analysis"", ""pytorch"", ""MySQL"", ""Python3""]","[""Communication"", ""Data Analysis"", ""TensorFlow"", ""SQL"", ""Python""]",2024-02-08
J00402,CO0151,Lead Manufacturing Role,Lead,"Boston, MA",Manufacturing,188139,167000,227000,"[""statistics"", ""Machine Learning""]","[""Statistics"", ""Machine Learning""]",2024-01-15
J00403,CO0109,Senior Manufacturing Role,Senior,"San Francisco, CA",Manufacturing,154605,135000,175000,"[""project management"", ""data visualization"", ""Statistics"", ""R programming"", ""cloud""]","[""Project Management"", ""Tableau"", ""Statistics"", ""R"", ""Cloud""]",2024-01-26
J00404,CO0014,Mid Finance Role,Mid,"Austin, TX",Finance,110618,85000,120000,"[""stats"", ""tf"", ""spreadsheets"", ""gcp"", ""Java""]","[""Statistics"", ""TensorFlow"", ""Excel"", ""Cloud"", ""Java""]",2024-02-27
J00405,CO0002,Lead Finance Role,Lead,Remote,Finance,160871,143000,203000,"[""JavaScript"", ""Cloud"", ""java"", ""data analytics"", ""py""]","[""JavaScript"", ""Cloud"", ""Java"", ""Data Analysis"", ""Python""]",2024-01-23
J00406,CO0115,Mid Healthcare Role,Mid,"Austin, TX",Healthcare,93317,75000,110000,"[""js"", ""TensorFlow"", ""py"", ""r"", ""cloud""]","[""JavaScript"", ""TensorFlow"", ""Python"", ""R"", ""Cloud""]",2024-01-30
J00407,CO0094,Mid Energy Role,Mid,"Seattle, WA",Energy,121967,105000,140000,"[""natural language processing"", ""ML"", ""sql"", ""pytorch"", ""stats""]","[""NLP"", ""Machine Learning"", ""SQL"", ""TensorFlow"", ""Statistics""]",2024-01-02
J00408,CO0087,Entry Education Role,Entry,"Seattle, WA",Education,73111,60000,85000,"[""react"", ""Python"", ""Docker"", ""Excel""]","[""JavaScript"", ""Python"", ""Docker"", ""Excel""]",2024-02-26
J00409,CO0105,Lead Energy Role,Lead,"New York, NY",Energy,176599,153000,213000,"[""statistics"", ""tf"", ""leadership"", ""Machine Learning"", ""R""]","[""Statistics"", ""TensorFlow"", ""Leadership"", ""Machine Learning"", ""R""]",2024-02-06
J00410,CO0060,Lead Consulting Role,Lead,"New York, NY",Consulting,158892,153000,213000,"[""excel"", ""Java"", ""data analytics"", ""deep learning"", ""statistics""]","[""Excel"", ""Java"", ""Data Analysis"", ""Machine Learning"", ""Statistics""]",2024-02-13
J00411,CO0001,Senior Consulting Role,Senior,"Seattle, WA",Consulting,142327,125000,165000,"[""presentation"", ""statistical analysis"", ""people management""]","[""Communication"", ""Statistics"", ""Leadership""]",2024-02-09
J00412,CO0187,Entry Manufacturing Role,Entry,Remote,Manufacturing,61876,58000,83000,"[""pytorch"", ""communication"", ""dataviz"", ""node.js"", ""scrum""]","[""TensorFlow"", ""Communication"", ""Tableau"", ""JavaScript"", ""Project Management""]",2024-02-10
J00413,CO0026,Lead Retail Role,Lead,"New York, NY",Retail,218909,163000,223000,"[""machine learning"", ""k8s"", ""pytorch"", ""Excel""]","[""Machine Learning"", ""Docker"", ""TensorFlow"", ""Excel""]",2024-02-15
J00414,CO0009,Lead Energy Role,Lead,"Los Angeles, CA",Energy,185028,150000,210000,"[""py"", ""tf"", ""Communication"", ""stats"", ""nlp""]","[""Python"", ""TensorFlow"", ""Communication"", ""Statistics"", ""NLP""]",2024-01-17
J00415,CO0059,Senior Education Role,Senior,Remote,Education,148751,118000,158000,"[""stats"", ""r""]","[""Statistics"", ""R""]",2024-02-21
J00416,CO0107,Senior Energy Role,Senior,"Austin, TX",Energy,133961,115000,155000,"[""Leadership"", ""machine learning"", ""MySQL""]","[""Leadership"", ""Machine Learning"", ""SQL""]",2024-02-20
J00417,CO0002,Entry Finance Role,Entry,Remote,Finance,59608,53000,78000,"[""project management"", ""python"", ""excel"", ""sql"", ""presentation""]","[""Project Management"", ""Python"", ""Excel"", ""SQL"", ""Communication""]",2024-02-20
J00418,CO0041,Senior Energy Role,Senior,"Atlanta, GA",Energy,114629,110000,150000,"[""project management"", ""data analysis"", ""excel"", ""postgres"", ""people management""]","[""Project Management"", ""Data Analysis"", ""Excel"", ""SQL"", ""Leadership""]",2024-02-10
J00419,CO0077,Lead Consulting Role,Lead,"Denver, CO",Consulting,183910,143000,203000,"[""tf"", ""R""]","[""TensorFlow"", ""R""]",2024-01-02
J00420,CO0111,Entry Technology Role,Entry,"Austin, TX",Technology,64308,50000,75000,"[""java"", ""communication"", ""R programming"", ""Python""]","[""Java"", ""Communication"", ""R"", ""Python""]",2024-02-20
J00421,CO0123,Senior Healthcare Role,Senior,"Denver, CO",Healthcare,145921,118000,158000,"[""r"", ""TensorFlow"", ""sql""]","[""R"", ""TensorFlow"", ""SQL""]",2024-02-13
J00422,CO0029,Mid Healthcare Role,Mid,"Seattle, WA",Healthcare,121388,95000,130000,"[""leadership"", ""js"", ""python""]","[""Leadership"", ""JavaScript"", ""Python""]",2024-01-21
J00423,CO0194,Lead Retail Role,Lead,"Denver, CO",Retail,195120,148000,208000,"[""java"", ""pytorch"", ""AI/ML"", ""agile"", ""tableau""]","[""Java"", ""TensorFlow"", ""Machine Learning"", ""Project Management"", ""Tableau""]",2024-02-01
J00424,CO0071,Senior Finance Role,Senior,"Boston, MA",Finance,135325,122000,162000,"[""dataviz"", ""Java"", ""MySQL""]","[""Tableau"", ""Java"", ""SQL""]",2024-02-09
J00425,CO0040,Lead Healthcare Role,Lead,Remote,Healthcare,211074,163000,223000,"[""dataviz"", ""data analytics"", ""pytorch"", ""AI/ML"", ""R programming""]","[""Tableau"", ""Data Analysis"", ""TensorFlow"", ""Machine Learning"", ""R""]",2024-01-18
J00426,CO0165,Entry Manufacturing Role,Entry,"Chicago, IL",Manufacturing,62826,53000,78000,"[""Leadership"", ""SQL""]","[""Leadership"", ""SQL""]",2024-02-02
J00427,CO0026,Lead Retail Role,Lead,"New York, NY",Retail,206171,163000,223000,"[""project management"", ""team lead""]","[""Project Management"", ""Leadership""]",2024-02-11
J00428,CO0029,Mid Healthcare Role,Mid,"Seattle, WA",Healthcare,106094,95000,130000,"[""r"", ""k8s"", ""java""]","[""R"", ""Docker"", ""Java""]",2024-01-02
J00429,CO0071,Mid Finance Role,Mid,"Boston, MA",Finance,103797,87000,122000,"[""Docker"", ""R programming"", ""Java""]","[""Docker"", ""R"", ""Java""]",2024-02-13
J00430,CO0156,Lead Consulting Role,Lead,"Boston, MA",Consulting,177885,152000,212000,"[""Machine Learning"", ""k8s"", ""java""]","[""Machine Learning"", ""Docker"", ""Java""]",2024-03-01
J00431,CO0064,Mid Manufacturing Role,Mid,"Seattle, WA",Manufacturing,96561,90000,125000,"[""people management"", ""JavaScript"", ""Data Analysis""]","[""Leadership"", ""JavaScript"", ""Data Analysis""]",2024-02-13
J00432,CO0086,Lead Manufacturing Role,Lead,"San Francisco, CA",Manufacturing,170228,160000,220000,"[""postgres"", ""TensorFlow"", ""java"", ""data visualization""]","[""SQL"", ""TensorFlow"", ""Java"", ""Tableau""]",2024-01-14
J00433,CO0171,Lead Energy Role,Lead,"New York, NY",Energy,197635,173000,233000,"[""communication"", ""stats"", ""SQL"", ""docker""]","[""Communication"", ""Statistics"", ""SQL"", ""Docker""]",2024-01-16
J00434,CO0042,Lead Finance Role,Lead,"Atlanta, GA",Finance,167547,145000,205000,"[""node.js"", ""cloud""]","[""JavaScript"", ""Cloud""]",2024-02-25
J00435,CO0027,Lead Consulting Role,Lead,"Boston, MA",Consulting,177776,157000,217000,"[""R programming"", ""JavaScript"", ""k8s""]","[""R"", ""JavaScript"", ""Docker""]",2024-02-14
J00436,CO0171,Lead Energy Role,Lead,"New York, NY",Energy,225928,173000,233000,"[""Excel"", ""dataviz""]","[""Excel"", ""Tableau""]",2024-02-26
J00437,CO0164,Senior Education Role,Senior,"Chicago, IL",Education,148616,113000,153000,"[""NLP"", ""tensorflow""]","[""NLP"", ""TensorFlow""]",2024-01-15
J00438,CO0087,Lead Education Role,Lead,"Los Angeles, CA",Education,203666,145000,205000,"[""data analytics"", ""pytorch"", ""presentation""]","[""Data Analysis"", ""TensorFlow"", ""Communication""]",2024-01-13
J00439,CO0187,Mid Manufacturing Role,Mid,"New York, NY",Manufacturing,102919,93000,128000,"[""R programming"", ""statistics"", ""team lead"", ""nlp""]","[""R"", ""Statistics"", ""Leadership"", ""NLP""]",2024-03-01
J00440,CO0171,Lead Energy Role,Lead,"New York, NY",Energy,182542,173000,233000,"[""Data Analysis"", ""TensorFlow"", ""JavaScript"", ""communication""]","[""Data Analysis"", ""TensorFlow"", ""JavaScript"", ""Communication""]",2024-02-15
J00441,CO0170,Senior Energy Role,Senior,"Boston, MA",Energy,151823,137000,177000,"[""NLP"", ""data visualization"", ""leadership"", ""SQL"", ""tensorflow""]","[""NLP"", ""Tableau"", ""Leadership"", ""SQL"", ""TensorFlow""]",2024-01-31
J00442,CO0019,Entry Media Role,Entry,"Austin, TX",Media,76275,55000,80000,"[""project management"", ""js"", ""java"", ""r"", ""Python3""]","[""Project Management"", ""JavaScript"", ""Java"", ""R"", ""Python""]",2024-01-18
J00443,CO0106,Mid Education Role,Mid,"Atlanta, GA",Education,98392,75000,110000,"[""python"", ""pytorch"", ""java""]","[""Python"", ""TensorFlow"", ""Java""]",2024-01-19
J00444,CO0150,Mid Transportation Role,Mid,"Chicago, IL",Transportation,97946,83000,118000,"[""scrum"", ""docker"", ""postgres"", ""statistics""]","[""Project Management"", ""Docker"", ""SQL"", ""Statistics""]",2024-01-13
J00445,CO0044,Lead Media Role,Lead,"Atlanta, GA",Media,163842,140000,200000,"[""java"", ""Python3"", ""JavaScript"", ""analytics"", ""scrum""]","[""Java"", ""Python"", ""JavaScript"", ""Data Analysis"", ""Project Management""]",2024-01-27
J00446,CO0171,Entry Energy Role,Entry,"New York, NY",Energy,93401,83000,108000,"[""python"", ""sql"", ""dataviz"", ""Machine Learning""]","[""Python"", ""SQL"", ""Tableau"", ""Machine Learning""]",2024-01-09
J00447,CO0166,Lead Education Role,Lead,"Chicago, IL",Education,207753,148000,208000,"[""Machine Learning"", ""pytorch"", ""team lead"", ""Python3"", ""presentation""]","[""Machine Learning"", ""TensorFlow"", ""Leadership"", ""Python"", ""Communication""]",2024-02-26
J00448,CO0020,Senior Media Role,Senior,"Los Angeles, CA",Media,153691,120000,160000,"[""pytorch"", ""node.js""]","[""TensorFlow"", ""JavaScript""]",2024-02-11
J00449,CO0104,Lead Energy Role,Lead,"San Francisco, CA",Energy,193257,155000,215000,"[""leadership"", ""R programming"", ""Excel"", ""Tableau""]","[""Leadership"", ""R"", ""Excel"", ""Tableau""]",2024-02-25
J00450,CO0188,Senior Education Role,Senior,"Denver, CO",Education,129631,108000,148000,"[""SQL"", ""Java"", ""Python"", ""spreadsheets"", ""PM""]","[""SQL"", ""Java"", ""Python"", ""Excel"", ""Project Management""]",2024-01-29
J00451,CO0189,Entry Transportation Role,Entry,"New York, NY",Transportation,63131,63000,88000,"[""kubernetes"", ""tf"", ""NLP"", ""python"", ""Excel""]","[""Docker"", ""TensorFlow"", ""NLP"", ""Python"", ""Excel""]",2024-02-15
J00452,CO0164,Senior Education Role,Senior,"New York, NY",Education,167415,128000,168000,"[""pytorch"", ""sql"", ""Project Management"", ""communication""]","[""TensorFlow"", ""SQL"", ""Project Management"", ""Communication""]",2024-02-15
J00453,CO0173,Senior Media Role,Senior,"Atlanta, GA",Media,151780,115000,155000,"[""text mining"", ""data analysis"", ""azure"", ""tensorflow"", ""docker""]","[""NLP"", ""Data Analysis"", ""Cloud"", ""TensorFlow"", ""Docker""]",2024-02-17
J00454,CO0162,Lead Retail Role,Lead,"Atlanta, GA",Retail,157709,140000,200000,"[""node.js"", ""presentation"", ""AI/ML"", ""Project Management""]","[""JavaScript"", ""Communication"", ""Machine Learning"", ""Project Management""]",2024-02-24
J00455,CO0187,Mid Manufacturing Role,Mid,Remote,Manufacturing,95442,83000,118000,"[""presentation"", ""AWS"", ""statistical analysis""]","[""Communication"", ""Cloud"", ""Statistics""]",2024-02-04
J00456,CO0004,Senior Finance Role,Senior,"Boston, MA",Finance,137967,122000,162000,"[""scrum"", ""analytics"", ""R programming""]","[""Project Management"", ""Data Analysis"", ""R""]",2024-01-04
J00457,CO0047,Mid Finance Role,Mid,"New York, NY",Finance,103177,98000,133000,"[""r"", ""Cloud""]","[""R"", ""Cloud""]",2024-01-02
J00458,CO0193,Mid Manufacturing Role,Mid,"Seattle, WA",Manufacturing,129209,95000,130000,"[""Communication"", ""R"", ""statistics""]","[""Communication"", ""R"", ""Statistics""]",2024-02-13
J00459,CO0181,Entry Retail Role,Entry,"San Francisco, CA",Retail,93819,85000,110000,"[""spreadsheets"", ""tensorflow"", ""node.js"", ""sql""]","[""Excel"", ""TensorFlow"", ""JavaScript"", ""SQL""]",2024-02-27
J00460,CO0101,Senior Energy Role,Senior,"Chicago, IL",Energy,143410,113000,153000,"[""Cloud"", ""PM"", ""Python"", ""tableau""]","[""Cloud"", ""Project Management"", ""Python"", ""Tableau""]",2024-01-19
J00461,CO0030,Lead Consulting Role,Lead,Remote,Consulting,189264,153000,213000,"[""cloud"", ""agile"", ""natural language processing"", ""excel"", ""team lead""]","[""Cloud"", ""Project Management"", ""NLP"", ""Excel"", ""Leadership""]",2024-02-13
J00462,CO0116,Senior Transportation Role,Senior,"Denver, CO",Transportation,118233,113000,153000,"[""pytorch"", ""Excel"", ""analytics"", ""project management""]","[""TensorFlow"", ""Excel"", ""Data Analysis"", ""Project Management""]",2024-01-27
J00463,CO0156,Mid Consulting Role,Mid,Remote,Consulting,103289,83000,118000,"[""tensorflow"", ""excel""]","[""TensorFlow"", ""Excel""]",2024-02-01
J00464,CO0073,Mid Retail Role,Mid,"Los Angeles, CA",Retail,117133,85000,120000,"[""data visualization"", ""Leadership"", ""R"", ""statistical analysis""]","[""Tableau"", ""Leadership"", ""R"", ""Statistics""]",2024-02-03
J00465,CO0033,Lead Manufacturing Role,Lead,"Boston, MA",Manufacturing,193983,147000,207000,"[""leadership"", ""agile"", ""Python3"", ""R""]","[""Leadership"", ""Project Management"", ""Python"", ""R""]",2024-01-16
J00466,CO0014,Mid Finance Role,Mid,Remote,Finance,110574,88000,123000,"[""r"", ""java"", ""leadership"", ""PM"", ""data analysis""]","[""R"", ""Java"", ""Leadership"", ""Project Management"", ""Data Analysis""]",2024-02-25
J00467,CO0136,Mid Media Role,Mid,Remote,Media,128244,98000,133000,"[""Communication"", ""postgres"", ""cloud"", ""tensorflow""]","[""Communication"", ""SQL"", ""Cloud"", ""TensorFlow""]",2024-02-09
J00468,CO0053,Lead Education Role,Lead,"Boston, MA",Education,196220,167000,227000,"[""analytics"", ""leadership"", ""Tableau"", ""ML"", ""presentation""]","[""Data Analysis"", ""Leadership"", ""Tableau"", ""Machine Learning"", ""Communication""]",2024-02-16
J00469,CO0108,Lead Consulting Role,Lead,"Atlanta, GA",Consulting,166632,145000,205000,"[""kubernetes"", ""statistics"", ""dataviz"", ""gcp"", ""Project Management""]","[""Docker"", ""Statistics"", ""Tableau"", ""Cloud"", ""Project Management""]",2024-02-01
J00470,CO0139,Mid Technology Role,Mid,"Los Angeles, CA",Technology,113458,100000,135000,"[""team lead"", ""spreadsheets"", ""py"", ""PM"", ""postgres""]","[""Leadership"", ""Excel"", ""Python"", ""Project Management"", ""SQL""]",2024-02-07
J00471,CO0069,Senior Manufacturing Role,Senior,"New York, NY",Manufacturing,140768,123000,163000,"[""py"", ""team lead"", ""js""]","[""Python"", ""Leadership"", ""JavaScript""]",2024-02-11
J00472,CO0099,Entry Energy Role,Entry,"Denver, CO",Energy,60075,53000,78000,"[""text mining"", ""dataviz""]","[""NLP"", ""Tableau""]",2024-01-25
J00473,CO0142,Lead Transportation Role,Lead,"New York, NY",Transportation,210120,163000,223000,"[""text mining"", ""AI/ML""]","[""NLP"", ""Machine Learning""]",2024-02-27
J00474,CO0082,Mid Retail Role,Mid,"Seattle, WA",Retail,121326,105000,140000,"[""kubernetes"", ""team lead"", ""communication""]","[""Docker"", ""Leadership"", ""Communication""]",2024-02-22
J00475,CO0020,Mid Media Role,Mid,"Los Angeles, CA",Media,118970,85000,120000,"[""gcp"", ""excel"", ""java""]","[""Cloud"", ""Excel"", ""Java""]",2024-01-29
J00476,CO0000,Entry Finance Role,Entry,"Chicago, IL",Finance,72734,48000,73000,"[""data visualization"", ""data analysis"", ""java"", ""azure""]","[""Tableau"", ""Data Analysis"", ""Java"", ""Cloud""]",2024-02-25
J00477,CO0193,Lead Manufacturing Role,Lead,"San Francisco, CA",Manufacturing,186188,165000,225000,"[""docker"", ""tableau"", ""JavaScript"", ""Statistics""]","[""Docker"", ""Tableau"", ""JavaScript"", ""Statistics""]",2024-02-03
J00478,CO0185,Mid Manufacturing Role,Mid,Remote,Manufacturing,88122,78000,113000,"[""javascript"", ""data analysis"", ""MySQL""]","[""JavaScript"", ""Data Analysis"", ""SQL""]",2024-02-26
J00479,CO0072,Lead Consulting Role,Lead,"New York, NY",Consulting,180736,173000,233000,"[""R programming"", ""Python3"", ""analytics"", ""Cloud"", ""excel""]","[""R"", ""Python"", ""Data Analysis"", ""Cloud"", ""Excel""]",2024-01-17
J00480,CO0176,Mid Consulting Role,Mid,"Denver, CO",Consulting,94578,73000,108000,"[""r"", ""TensorFlow"", ""text mining""]","[""R"", ""TensorFlow"", ""NLP""]",2024-01-27
J00481,CO0196,Lead Technology Role,Lead,"Austin, TX",Technology,147579,140000,200000,"[""Java"", ""docker"", ""analytics"", ""r"", ""python""]","[""Java"", ""Docker"", ""Data Analysis"", ""R"", ""Python""]",2024-02-09
J00482,CO0117,Entry Healthcare Role,Entry,"Los Angeles, CA",Healthcare,77217,55000,80000,"[""k8s"", ""MySQL"", ""data analytics"", ""pytorch"", ""Tableau""]","[""Docker"", ""SQL"", ""Data Analysis"", ""TensorFlow"", ""Tableau""]",2024-02-17
J00483,CO0000,Senior Finance Role,Senior,"Los Angeles, CA",Finance,131045,115000,155000,"[""scrum"", ""presentation""]","[""Project Management"", ""Communication""]",2024-01-11
J00484,CO0067,Senior Finance Role,Senior,"Denver, CO",Finance,113179,108000,148000,"[""R programming"", ""Statistics""]","[""R"", ""Statistics""]",2024-02-28
J00485,CO0084,Mid Technology Role,Mid,"Austin, TX",Technology,82668,75000,110000,"[""R programming"", ""Cloud"", ""java"", ""deep learning""]","[""R"", ""Cloud"", ""Java"", ""Machine Learning""]",2024-01-14
J00486,CO0028,Lead Manufacturing Role,Lead,"Chicago, IL",Manufacturing,177547,158000,218000,"[""node.js"", ""statistical analysis"", ""analytics""]","[""JavaScript"", ""Statistics"", ""Data Analysis""]",2024-01-18
J00487,CO0038,Senior Education Role,Senior,"Austin, TX",Education,147482,120000,160000,"[""text mining"", ""team lead"", ""azure"", ""scrum"", ""Tableau""]","[""NLP"", ""Leadership"", ""Cloud"", ""Project Management"", ""Tableau""]",2024-01-02
J00488,CO0170,Lead Energy Role,Lead,"Atlanta, GA",Energy,206922,155000,215000,"[""presentation"", ""text mining"", ""Java""]","[""Communication"", ""NLP"", ""Java""]",2024-01-21
J00489,CO0174,Senior Finance Role,Senior,"Seattle, WA",Finance,130135,125000,165000,"[""py"", ""team lead"", ""excel""]","[""Python"", ""Leadership"", ""Excel""]",2024-02-03
J00490,CO0057,Entry Consulting Role,Entry,"New York, NY",Consulting,69875,68000,93000,"[""postgres"", ""Communication""]","[""SQL"", ""Communication""]",2024-01-25
J00491,CO0039,Mid Finance Role,Mid,"Denver, CO",Finance,84121,83000,118000,"[""project management"", ""statistical analysis"", ""docker"", ""Python3"", ""Data Analysis""]","[""Project Management"", ""Statistics"", ""Docker"", ""Python"", ""Data Analysis""]",2024-02-20
J00492,CO0150,Senior Transportation Role,Senior,"Chicago, IL",Transportation,122059,118000,158000,"[""javascript"", ""tf""]","[""JavaScript"", ""TensorFlow""]",2024-01-31
J00493,CO0002,Lead Finance Role,Lead,Remote,Finance,179788,143000,203000,"[""Excel"", ""data visualization"", ""Java"", ""deep learning""]","[""Excel"", ""Tableau"", ""Java"", ""Machine Learning""]",2024-01-26
J00494,CO0023,Senior Retail Role,Senior,"Atlanta, GA",Retail,124730,115000,155000,"[""R programming"", ""react""]","[""R"", ""JavaScript""]",2024-01-10
J00495,CO0032,Senior Consulting Role,Senior,"Atlanta, GA",Consulting,144271,110000,150000,"[""AWS"", ""Python3"", ""communication"", ""TensorFlow""]","[""Cloud"", ""Python"", ""Communication"", ""TensorFlow""]",2024-02-25
J00496,CO0040,Entry Healthcare Role,Entry,"Atlanta, GA",Healthcare,67305,65000,90000,"[""AWS"", ""py"", ""NLP"", ""r"", ""statistics""]","[""Cloud"", ""Python"", ""NLP"", ""R"", ""Statistics""]",2024-02-21
J00497,CO0027,Mid Consulting Role,Mid,"Boston, MA",Consulting,122226,92000,127000,"[""stats"", ""tf"", ""Java""]","[""Statistics"", ""TensorFlow"", ""Java""]",2024-02-08
J00498,CO0175,Senior Consulting Role,Senior,"Seattle, WA",Consulting,168465,140000,180000,"[""presentation"", ""team lead""]","[""Communication"", ""Leadership""]",2024-02-05
J00499,CO0153,Lead Finance Role,Lead,"Atlanta, GA",Finance,178550,145000,205000,"[""R programming"", ""stats""]","[""R"", ""Statistics""]",2024-01-26
J00500,CO0105,Entry Energy Role,Entry,"New York, NY",Energy,66323,63000,88000,"[""Statistics"", ""presentation""]","[""Statistics"", ""Communication""]",2024-02-29
J00501,CO0077,Mid Consulting Role,Mid,"Denver, CO",Consulting,104703,78000,113000,"[""NLP"", ""leadership"", ""JavaScript"", ""R programming"", ""communication""]","[""NLP"", ""Leadership"", ""JavaScript"", ""R"", ""Communication""]",2024-02-17
J00502,CO0175,Mid Consulting Role,Mid,"Seattle, WA",Consulting,134460,105000,140000,"[""postgres"", ""java""]","[""SQL"", ""Java""]",2024-01-14
J00503,CO0049,Mid Transportation Role,Mid,"New York, NY",Transportation,100308,88000,123000,"[""kubernetes"", ""people management"", ""R programming"", ""python""]","[""Docker"", ""Leadership"", ""R"", ""Python""]",2024-01-23
J00504,CO0077,Senior Consulting Role,Senior,"Denver, CO",Consulting,136737,113000,153000,"[""pytorch"", ""PM""]","[""TensorFlow"", ""Project Management""]",2024-02-08
J00505,CO0103,Mid Education Role,Mid,"Atlanta, GA",Education,72224,70000,105000,"[""stats"", ""js"", ""deep learning"", ""project management"", ""excel""]","[""Statistics"", ""JavaScript"", ""Machine Learning"", ""Project Management"", ""Excel""]",2024-02-06
J00506,CO0035,Entry Retail Role,Entry,"Denver, CO",Retail,48594,48000,73000,"[""leadership"", ""tensorflow"", ""stats""]","[""Leadership"", ""TensorFlow"", ""Statistics""]",2024-01-02
J00507,CO0173,Senior Media Role,Senior,"Los Angeles, CA",Media,136588,125000,165000,"[""javascript"", ""Java""]","[""JavaScript"", ""Java""]",2024-01-11
J00508,CO0013,Lead Manufacturing Role,Lead,"Austin, TX",Manufacturing,175817,140000,200000,"[""SQL"", ""docker"", ""leadership"", ""java"", ""excel""]","[""SQL"", ""Docker"", ""Leadership"", ""Java"", ""Excel""]",2024-02-12
J00509,CO0178,Senior Manufacturing Role,Senior,"Austin, TX",Manufacturing,158127,130000,170000,"[""spreadsheets"", ""statistics"", ""Tableau"", ""Data Analysis"", ""Java""]","[""Excel"", ""Statistics"", ""Tableau"", ""Data Analysis"", ""Java""]",2024-02-21
J00510,CO0046,Lead Media Role,Lead,"San Francisco, CA",Media,183582,175000,235000,"[""Machine Learning"", ""analytics""]","[""Machine Learning"", ""Data Analysis""]",2024-01-31
J00511,CO0029,Entry Healthcare Role,Entry,"Seattle, WA",Healthcare,92395,70000,95000,"[""communication"", ""Data Analysis"", ""ML"", ""js""]","[""Communication"", ""Data Analysis"", ""Machine Learning"", ""JavaScript""]",2024-02-20
J00512,CO0174,Lead Finance Role,Lead,"Seattle, WA",Finance,185970,155000,215000,"[""R programming"", ""javascript"", ""spreadsheets"", ""data analytics""]","[""R"", ""JavaScript"", ""Excel"", ""Data Analysis""]",2024-02-13
J00513,CO0036,Senior Retail Role,Senior,"Seattle, WA",Retail,170987,140000,180000,"[""stats"", ""Python3""]","[""Statistics"", ""Python""]",2024-01-28
J00514,CO0071,Mid Finance Role,Mid,"Boston, MA",Finance,110013,87000,122000,"[""text mining"", ""py"", ""leadership"", ""Tableau""]","[""NLP"", ""Python"", ""Leadership"", ""Tableau""]",2024-01-21
J00515,CO0153,Mid Finance Role,Mid,"Atlanta, GA",Finance,98878,80000,115000,"[""leadership"", ""scrum"", ""k8s"", ""Cloud""]","[""Leadership"", ""Project Management"", ""Docker"", ""Cloud""]",2024-02-16
J00516,CO0100,Mid Finance Role,Mid,"Austin, TX",Finance,96688,80000,115000,"[""pytorch"", ""MySQL"", ""R""]","[""TensorFlow"", ""SQL"", ""R""]",2024-02-26
J00517,CO0148,Entry Education Role,Entry,"Los Angeles, CA",Education,74351,55000,80000,"[""Data Analysis"", ""ML""]","[""Data Analysis"", ""Machine Learning""]",2024-02-21
J00518,CO0100,Lead Finance Role,Lead,"San Francisco, CA",Finance,161492,160000,220000,"[""spreadsheets"", ""tf"", ""gcp"", ""communication""]","[""Excel"", ""TensorFlow"", ""Cloud"", ""Communication""]",2024-02-10
J00519,CO0068,Senior Media Role,Senior,"Denver, CO",Media,163416,128000,168000,"[""Docker"", ""presentation""]","[""Docker"", ""Communication""]",2024-01-24
J00520,CO0117,Entry Healthcare Role,Entry,"Los Angeles, CA",Healthcare,55204,55000,80000,"[""natural language processing"", ""leadership"", ""Excel""]","[""NLP"", ""Leadership"", ""Excel""]",2024-02-19
J00521,CO0160,Lead Manufacturing Role,Lead,"Boston, MA",Manufacturing,191545,167000,227000,"[""r"", ""python"", ""Java""]","[""R"", ""Python"", ""Java""]",2024-02-10
J00522,CO0162,Mid Retail Role,Mid,Remote,Retail,105394,83000,118000,"[""docker"", ""Excel"", ""tensorflow""]","[""Docker"", ""Excel"", ""TensorFlow""]",2024-02-16
J00523,CO0066,Lead Manufacturing Role,Lead,"Boston, MA",Manufacturing,198230,167000,227000,"[""tensorflow"", ""Java"", ""statistics"", ""node.js""]","[""TensorFlow"", ""Java"", ""Statistics"", ""JavaScript""]",2024-01-22
J00524,CO0193,Lead Manufacturing Role,Lead,"Atlanta, GA",Manufacturing,154485,145000,205000,"[""Cloud"", ""k8s""]","[""Cloud"", ""Docker""]",2024-02-22
J00525,CO0042,Senior Finance Role,Senior,"San Francisco, CA",Finance,164850,135000,175000,"[""MySQL"", ""python"", ""ML""]","[""SQL"", ""Python"", ""Machine Learning""]",2024-01-04
J00526,CO0097,Mid Transportation Role,Mid,"Atlanta, GA",Transportation,93576,70000,105000,"[""Docker"", ""MySQL"", ""JavaScript"", ""Java""]","[""Docker"", ""SQL"", ""JavaScript"", ""Java""]",2024-01-04
J00527,CO0176,Mid Consulting Role,Mid,"Denver, CO",Consulting,106808,73000,108000,"[""analytics"", ""PM"", ""Docker""]","[""Data Analysis"", ""Project Management"", ""Docker""]",2024-01-29
J00528,CO0057,Senior Consulting Role,Senior,Remote,Consulting,126679,118000,158000,"[""Cloud"", ""Statistics""]","[""Cloud"", ""Statistics""]",2024-01-11
J00529,CO0031,Senior Retail Role,Senior,"Austin, TX",Retail,158819,130000,170000,"[""text mining"", ""JavaScript"", ""people management""]","[""NLP"", ""JavaScript"", ""Leadership""]",2024-02-09
